model_slug,model_name,model_creator_slug,prompt_length_type,median_output_speed_tokens_per_second,median_time_to_first_chunk_seconds,median_time_to_first_reasoning_chunk_seconds,median_estimated_total_seconds_for_100_output_tokens,median_time_to_first_answer_token_seconds,median_end_to_end_response_time_seconds
mistral-small-4-non-reasoning,Mistral Small 4 (Non-reasoning),mistral,medium,148.907611558629,0.538237090999928,,1.27383708123989,0.538237090999928,3.896023806980772
mistral-small-4-non-reasoning,Mistral Small 4 (Non-reasoning),mistral,medium_coding,201.281732608417,0.54205800150001,,1.02248534439209,0.54205800150001,3.026138367465081
mistral-small-4-non-reasoning,Mistral Small 4 (Non-reasoning),mistral,vision_single_image,154.744340691225,1.99635271200001,,2.64706272793718,1.99635271200001,5.227488647353497
mistral-small-4,Mistral Small 4 (Reasoning),mistral,long,160.99104618081,0.765268275500035,0.765268275500035,12.3623749514255,13.18831941682741,16.294082202159252
mistral-small-4,Mistral Small 4 (Reasoning),mistral,medium,169.84666214416,0.55157105249964,0.55157105249964,12.2003810148559,12.326898131358973,15.270729901073807
mistral-small-4,Mistral Small 4 (Reasoning),mistral,medium_coding,189.095910126193,0.563040881500001,0.563040881500001,27.7574562847019,11.139684229657567,13.783845066696959
mistral-small-4,Mistral Small 4 (Reasoning),mistral,vision_single_image,166.93149147424,2.11205778399997,2.11205778399997,10.8442676087153,14.09302064689172,17.088261362614656
mistral-medium-3-5,Mistral Medium 3.5,mistral,long,140.719924798701,1.93127134050042,1.93127134050042,53.2564666920481,16.14389974305953,19.697056843699308
mistral-medium-3-5,Mistral Medium 3.5,mistral,medium,106.776481111897,0.649674959000095,0.649674959000095,38.8249790747159,19.380391491080683,24.06307062410083
mistral-medium-3-5,Mistral Medium 3.5,mistral,medium_coding,142.428088496598,0.66455677249985,0.66455677249985,62.9503727825203,14.706730764379067,18.217274262348873
mistral-medium-3-5,Mistral Medium 3.5,mistral,vision_single_image,122.647781939937,2.88333232449997,2.88333232449997,28.1239485974967,19.19019061713048,23.266905190288107
ministral-3-3b,Ministral 3 3B,mistral,long,145.077943281305,0.654131268000128,,1.44682819553188,0.654131268000128,4.100554540147734
ministral-3-3b,Ministral 3 3B,mistral,medium,154.19797676588,0.48265740949995,,1.1990935011502,0.48265740949995,3.7252421079954043
ministral-3-3b,Ministral 3 3B,mistral,medium_coding,171.372282403595,0.514472840999985,,1.31217903696963,0.514472840999985,3.4320975174483115
ministral-3-3b,Ministral 3 3B,mistral,vision_single_image,149.038556577169,1.37382503799999,,2.11287146783448,1.37382503799999,4.728661608368347
ministral-3-14b,Ministral 3 14B,mistral,long,73.6202366589975,0.939437431999977,,2.38174245886938,0.939437431999977,7.731048308177356
ministral-3-14b,Ministral 3 14B,mistral,medium,81.2538035596962,0.52909516300005,,1.80383270240443,0.52909516300005,6.682653250070472
ministral-3-14b,Ministral 3 14B,mistral,medium_coding,77.9390259487898,0.535795544000052,,1.85402467899248,0.535795544000052,6.951066891226374
ministral-3-14b,Ministral 3 14B,mistral,vision_single_image,85.3988525567864,1.53185222300002,,2.7195687799158,1.53185222300002,7.386731826534769
devstral-2,Devstral 2,mistral,long,29.5868411557618,1.4304169725001,,4.64125246718235,1.4304169725001,18.32982158848186
devstral-2,Devstral 2,mistral,medium,35.6801865143013,0.716146405000018,,3.50510791037104,0.716146405000018,14.729526065994516
devstral-2,Devstral 2,mistral,medium_coding,31.9713731954664,0.757757209500141,,5.80785183553658,0.757757209500141,16.396747657082823
devstral-small-2,Devstral Small 2,mistral,long,35.9907493224314,1.52529099250023,,5.07773411197944,1.52529099250023,15.417749732956981
devstral-small-2,Devstral Small 2,mistral,medium,23.6852122348943,0.768895658999924,,6.4516612689675,0.768895658999924,21.87911392689341
devstral-small-2,Devstral Small 2,mistral,medium_coding,27.6502346529617,0.655515350000087,,4.98526276476579,0.655515350000087,18.738544527708836
magistral-medium-2509,Magistral Medium 1.2,mistral,long,36.8831948688457,1.79626638399998,1.79626638399998,78.7072529077796,56.021503842736216,69.57781320742028
magistral-medium-2509,Magistral Medium 1.2,mistral,medium,36.4917253363807,0.580465906000427,0.580465906000427,45.3293392705427,55.38741135908605,69.08914772235745
magistral-medium-2509,Magistral Medium 1.2,mistral,medium_coding,36.5354398595039,0.556240391499841,0.556240391499841,104.050016055856,55.29760953036744,68.98295181508433
magistral-medium-2509,Magistral Medium 1.2,mistral,vision_single_image,36.8658807568341,1.60237348149991,1.60237348149991,24.6107809367428,55.85307789819136,69.41575400236422
deepseek-v4-pro-high,"DeepSeek V4 Pro (Reasoning, High Effort)",deepseek,long,65.6199381854656,1.90439994500037,1.90439994500037,36.5187725823101,32.26102713916032,39.88066247905991
deepseek-v4-pro-high,"DeepSeek V4 Pro (Reasoning, High Effort)",deepseek,medium,66.4435723905481,1.02821692899977,1.02821692899977,31.1465548942641,31.008543517871914,38.53372589459685
deepseek-v4-pro-high,"DeepSeek V4 Pro (Reasoning, High Effort)",deepseek,medium_coding,74.4775106103134,1.09639784199998,1.09639784199998,22.7080516956896,27.84272681669794,34.55616280432293
deepseek-v4-pro,"DeepSeek V4 Pro (Reasoning, Max Effort)",deepseek,long,74.9641674852004,1.79350321199945,1.79350321199945,69.6433158306776,60.15471960066571,66.82457290222757
deepseek-v4-pro,"DeepSeek V4 Pro (Reasoning, Max Effort)",deepseek,medium,63.499056022664,1.00368677549989,1.00368677549989,59.7198073053542,69.90234880345949,77.77648160665487
deepseek-v4-pro,"DeepSeek V4 Pro (Reasoning, Max Effort)",deepseek,medium_coding,76.6065358632311,1.17509046049998,1.17509046049998,37.4608265671771,58.28510007914235,64.81195832127291
deepseek-v4-pro-non-reasoning,DeepSeek V4 Pro (Non-reasoning),deepseek,long,76.6105987259729,1.79326899650005,,3.20090543986733,1.79326899650005,8.319781102069687
deepseek-v4-pro-non-reasoning,DeepSeek V4 Pro (Non-reasoning),deepseek,medium,64.6816699218592,1.10104846650009,,2.7723662661594,1.10104846650009,8.831213760686856
deepseek-v4-pro-non-reasoning,DeepSeek V4 Pro (Non-reasoning),deepseek,medium_coding,88.9249340855959,1.24141116950012,,2.31746513648377,1.24141116950012,6.864131108979842
deepseek-v4-flash-non-reasoning,DeepSeek V4 Flash (Non-reasoning),deepseek,long,116.860058096035,1.47146157449968,,2.37528476435677,1.47146157449968,5.750083441939644
deepseek-v4-flash-non-reasoning,DeepSeek V4 Flash (Non-reasoning),deepseek,medium,97.1921871123352,1.02049695500022,,2.1213844610035,1.02049695500022,6.164943384856743
deepseek-v4-flash-non-reasoning,DeepSeek V4 Flash (Non-reasoning),deepseek,medium_coding,131.494673822014,1.07912557900022,,1.81527930055816,1.07912557900022,4.881560958829979
deepseek-v4-flash,"DeepSeek V4 Flash (Reasoning, Max Effort)",deepseek,long,123.581863940115,1.56195479449968,1.56195479449968,48.1901419503447,46.981240610741565,51.027141716767034
deepseek-v4-flash,"DeepSeek V4 Flash (Reasoning, Max Effort)",deepseek,medium,108.076891403646,0.917333283499985,0.917333283499985,79.9781110353302,52.85257982049137,57.47891569586919
deepseek-v4-flash,"DeepSeek V4 Flash (Reasoning, Max Effort)",deepseek,medium_coding,98.4602370996369,1.08318323800015,1.08318323800015,26.1374867425789,58.09096795742878,63.1691600756747
grok-4-3-low,Grok 4.3 (low),xai,long,126.237839707254,5.13715056700005,,5.88829712733554,5.13715056700005,9.097928105331677
grok-4-3-low,Grok 4.3 (low),xai,medium,128.065803940647,5.46577888150017,,6.20925585927074,5.46577888150017,9.370021736460332
grok-4-3-low,Grok 4.3 (low),xai,medium_coding,157.266861170542,5.69768288699995,,6.37822025464409,5.69768288699995,8.876992223235728
grok-4-3-low,Grok 4.3 (low),xai,vision_single_image,97.1378574390739,3.527278339,,4.49896360300815,3.527278339,8.67460208261465
grok-4-3,Grok 4.3 (high),xai,long,142.179939964907,17.0151209394999,,17.7021718660897,17.0151209394999,20.531791435516503
grok-4-3,Grok 4.3 (high),xai,medium,145.066269601139,23.1780281205,,24.1508545154778,23.1780281205,26.624728731019278
grok-4-3,Grok 4.3 (high),xai,medium_coding,153.187944652852,15.9560188344998,,16.7865579009511,15.9560188344998,19.21998324849516
grok-4-3,Grok 4.3 (high),xai,vision_single_image,94.7586149397352,10.137042289,,11.0921652927876,10.137042289,15.413607383561494
grok-4-3-non-reasoning,Grok 4.3 (Non-reasoning),xai,long,128.378851986418,0.767491343000074,,1.55071767243802,0.767491343000074,4.662213816861253
grok-4-3-non-reasoning,Grok 4.3 (Non-reasoning),xai,medium,111.832870692087,0.566410064000138,,1.63651111276002,0.566410064000138,5.037367456989413
grok-4-3-non-reasoning,Grok 4.3 (Non-reasoning),xai,medium_coding,140.080692023191,0.541027424500044,,1.27437922852511,0.541027424500044,4.110398711709438
grok-4-3-non-reasoning,Grok 4.3 (Non-reasoning),xai,vision_single_image,96.0800014363195,0.757998720500005,,1.83417155351184,0.757998720500005,5.961995312146531
grok-4-3-medium,Grok 4.3 (medium),xai,long,130.708945178175,7.69151668100039,,8.62459469159063,7.69151668100039,11.516809581332716
grok-4-3-medium,Grok 4.3 (medium),xai,medium,136.660869933275,14.5778866330001,,15.2149162589468,14.5778866330001,18.23657840222509
grok-4-3-medium,Grok 4.3 (medium),xai,medium_coding,120.937092973017,14.20352576,,15.3204838482214,14.20352576,18.337906599727624
grok-4-3-medium,Grok 4.3 (medium),xai,vision_single_image,92.0618514677811,5.63395684299996,,6.74340109674413,5.63395684299996,11.065088109950256
grok-build-0-1-06-16,Grok Build 0.1 0616,xai,long,100.975438371527,0.510852609000039,0.510852609000039,20.5522065024353,20.317649511839324,25.269348737549144
grok-build-0-1-06-16,Grok Build 0.1 0616,xai,medium,64.421912619737,0.40511026899992,0.40511026899992,29.3097927223288,31.450447463587622,39.21178176223455
grok-build-0-1-06-16,Grok Build 0.1 0616,xai,medium_coding,64.4268754669241,0.390730360500129,0.390730360500129,18.1158189588848,31.433676111094123,39.19441254874262
grok-build-0-1-06-16,Grok Build 0.1 0616,xai,vision_single_image,78.4884659562983,0.701139906999998,0.701139906999998,9.27362612683727,26.182590915528852,32.552953667661065
nova-micro,Nova Micro,aws,long,282.166549440798,0.964178307000111,,1.37324658915846,0.964178307000111,2.7361814058469007
nova-micro,Nova Micro,aws,medium,259.547044063794,0.652156596499822,,1.0562085954364,0.652156596499822,2.5785896321891255
nova-micro,Nova Micro,aws,medium_coding,360.588509795406,0.604924112000049,,0.905456789819317,0.604924112000049,1.9915462211839898
nova-2-0-pro,Nova 2.0 Pro Preview (Non-reasoning),aws,long,106.249957537689,1.09947481049994,,2.10603912267543,1.09947481049994,5.805359044125539
nova-2-0-pro,Nova 2.0 Pro Preview (Non-reasoning),aws,medium,139.190539752957,0.764374420000138,,1.52656325699551,0.764374420000138,4.356572574324616
nova-2-0-pro,Nova 2.0 Pro Preview (Non-reasoning),aws,medium_coding,172.208611914248,0.706644086999972,,1.35839690646442,0.706644086999972,3.6100993465370332
nova-2-0-pro,Nova 2.0 Pro Preview (Non-reasoning),aws,vision_single_image,65.35628405022,1.20069103549997,,2.7368536453124,1.20069103549997,8.851064787101244
nova-2-0-lite-reasoning-low,Nova 2.0 Lite (low),aws,long,137.723573827089,11.1815279644998,,11.9999999273048,25.703370118487076,29.333830656983896
nova-2-0-lite-reasoning-low,Nova 2.0 Lite (low),aws,medium,155.874021191925,5.40673226450008,,5.97064519837167,18.23760674060944,21.44532535963678
nova-2-0-lite-reasoning-low,Nova 2.0 Lite (low),aws,medium_coding,215.767769509301,8.0477974675,,8.39339170380131,17.317022452067434,19.63432869820929
nova-2-0-lite-reasoning-low,Nova 2.0 Lite (low),aws,vision_single_image,173.974509443017,8.1908298345,,8.75777050167751,19.686766833564064,22.560751083330082
nova-2-0-pro-reasoning-medium,Nova 2.0 Pro Preview (medium),aws,long,119.353037704182,14.9984904304997,,15.9387836213368,31.755500042245192,35.944752445181564
nova-2-0-pro-reasoning-medium,Nova 2.0 Pro Preview (medium),aws,medium,131.459314377012,20.9963796185,,21.6683835306438,36.210212198397706,40.013670343372134
nova-2-0-pro-reasoning-medium,Nova 2.0 Pro Preview (medium),aws,medium_coding,153.456904726167,14.0235888685,,14.7314236965778,27.056563849774765,30.314807595093455
nova-2-0-pro-reasoning-medium,Nova 2.0 Pro Preview (medium),aws,vision_single_image,71.9263418699991,15.8633522449999,,17.277106731721,43.6695766129072,50.621132704884026
nova-2-0-lite,Nova 2.0 Lite (Non-reasoning),aws,long,150.407868240707,1.25951805499972,,1.98946769364566,1.25951805499972,4.58381222822621
nova-2-0-lite,Nova 2.0 Lite (Non-reasoning),aws,medium,216.703440573957,0.788506180500008,,1.23280670157572,0.788506180500008,3.095806879906111
nova-2-0-lite,Nova 2.0 Lite (Non-reasoning),aws,medium_coding,296.496979027077,0.88610863200006,,1.21942084769791,0.88610863200006,2.572466454736387
nova-2-0-lite,Nova 2.0 Lite (Non-reasoning),aws,vision_single_image,160.022784291124,1.3352730525,,2.10554148228869,1.3352730525,4.459828110174581
nova-2-0-lite-reasoning,Nova 2.0 Lite (high),aws,long,155.599480794041,16.2192177779999,,16.8672646514258,29.07273110461117,32.286109436263985
nova-2-0-lite-reasoning,Nova 2.0 Lite (high),aws,medium,175.576275456564,12.4338193625,,13.1562821058691,23.824879998677936,26.67264515772242
nova-2-0-lite-reasoning,Nova 2.0 Lite (high),aws,medium_coding,179.590407066557,31.2538435149999,,31.6378311380213,42.390295804786135,45.17440887723269
nova-2-0-lite-reasoning,Nova 2.0 Lite (high),aws,vision_single_image,133.289534437632,11.8537208265,,12.7115310820477,26.8586498214004,30.6098820701255
nova-2-0-lite-reasoning-medium,Nova 2.0 Lite (medium),aws,long,147.796666508568,20.119205128,,20.9554916939925,33.651310061395485,37.03433629474436
nova-2-0-lite-reasoning-medium,Nova 2.0 Lite (medium),aws,medium,165.710126728365,16.5720287650001,,16.9212288070228,28.641297188639868,31.65861429454981
nova-2-0-lite-reasoning-medium,Nova 2.0 Lite (medium),aws,medium_coding,178.499462157931,37.4518967340001,,38.0047595230707,48.656412287276446,51.45754117559553
nova-2-0-lite-reasoning-medium,Nova 2.0 Lite (medium),aws,vision_single_image,127.938092869321,12.0898961445,,12.7763875907435,27.722456824006514,31.63059699388314
nova-2-0-pro-reasoning-low,Nova 2.0 Pro Preview (low),aws,long,121.744473822269,10.8346544334998,,11.6384785410054,27.262504809030915,31.369467402913692
nova-2-0-pro-reasoning-low,Nova 2.0 Pro Preview (low),aws,medium,133.910766706156,4.36612352650008,,4.98683576318539,19.301442389908978,23.0352721057612
nova-2-0-pro-reasoning-low,Nova 2.0 Pro Preview (low),aws,medium_coding,156.961163461664,2.57275655450008,,3.28464793779424,15.314762002799892,18.500263364874844
nova-2-0-pro-reasoning-low,Nova 2.0 Pro Preview (low),aws,vision_single_image,70.9305569084349,13.554467056,,14.858595651479,41.751059429887945,48.80020752335993
nova-premier,Nova Premier,aws,long,32.4304136894612,2.96126345999983,,6.14169824351371,2.96126345999983,18.378889790264108
nova-premier,Nova Premier,aws,medium,69.6918037952139,1.09398321600042,,2.50867065083354,1.09398321600042,8.268428025453574
nova-premier,Nova Premier,aws,medium_coding,90.575158272611,1.12556545249981,,2.2475837318372,1.12556545249981,6.645842861180804
phi-4,Phi-4,azure,long,36.6369974084857,2.12910902799991,,4.93933459455868,2.12910902799991,15.776515621537847
phi-4,Phi-4,azure,medium,36.3877131068267,0.522775323000019,,3.43075236036469,0.522775323000019,14.263677328358387
phi-4,Phi-4,azure,medium_coding,44.8767433316799,0.429609905000234,,2.70165313393721,0.429609905000234,11.571238349483066
phi-4-mini,Phi-4 Mini Instruct,azure,long,44.6328068724536,1.8023143490002,,4.0342255108838,1.8023143490002,13.004836328602366
phi-4-mini,Phi-4 Mini Instruct,azure,medium,45.4837737259391,1.30768050500012,,3.41240440494492,1.30768050500012,12.300611808649913
phi-4-mini,Phi-4 Mini Instruct,azure,medium_coding,45.1143501847596,1.30477006299998,,3.44923001914626,1.30477006299998,12.387718126139955
phi-4-multimodal,Phi-4 Multimodal Instruct,azure,long,16.1746817013564,1.03103476100011,,7.44308628469947,1.03103476100011,31.943544152642133
phi-4-multimodal,Phi-4 Multimodal Instruct,azure,medium,16.0139423940666,1.3482650025,,7.44936050278633,1.3482650025,32.571057472720035
phi-4-multimodal,Phi-4 Multimodal Instruct,azure,medium_coding,15.546205262336,1.37719420250016,,7.62432276655469,1.37719420250016,33.539383724811216
phi-4-multimodal,Phi-4 Multimodal Instruct,azure,vision_single_image,16.101753172165,1.87655893100003,,8.04836040536438,1.87655893100003,32.92907816004565
lfm2-2-6b,LFM2 2.6B,liquidai,long,330.880000865304,1.431458045,,2.15319501064724,1.431458045,2.942579897914713
lfm2-2-6b,LFM2 2.6B,liquidai,medium,341.032750531487,0.826147927499733,,1.14401737743958,0.826147927499733,2.2922827758999773
lfm2-2-6b,LFM2 2.6B,liquidai,medium_coding,333.906746221573,0.843117902999893,,1.17301417898813,0.843117902999893,2.3405419762116733
lfm2-5-vl-1-6b,LFM2.5-VL-1.6B,liquidai,long,466.840019831286,2.34979568199995,,2.52931822525049,2.34979568199995,3.42082639650617
lfm2-5-vl-1-6b,LFM2.5-VL-1.6B,liquidai,medium,499.005370102459,0.917108323500088,,1.08956517933338,0.917108323500088,1.919101548337201
lfm2-5-vl-1-6b,LFM2.5-VL-1.6B,liquidai,medium_coding,489.229444188256,1.16127619199984,,1.44530210293605,1.16127619199984,2.1832915386632337
lfm2-5-vl-1-6b,LFM2.5-VL-1.6B,liquidai,vision_single_image,503.626606211625,2.44537488350001,,2.57465455984866,2.44537488350001,3.4381739013300945
lfm2-5-1-2b-instruct,LFM2.5-1.2B-Instruct,liquidai,long,477.015204834061,1.07755269949985,,1.43804346477458,1.07755269949985,2.125737316956509
lfm2-5-1-2b-instruct,LFM2.5-1.2B-Instruct,liquidai,medium,488.130338256148,0.765196960499906,,0.972561178217581,0.765196960499906,1.789513543210697
lfm2-5-1-2b-instruct,LFM2.5-1.2B-Instruct,liquidai,medium_coding,477.360983108013,0.736430561499958,,0.93349395161587,0.736430561499958,1.7838559223758896
lfm2-24b-a2b,LFM2 24B A2B,liquidai,long,128.470197526579,0.571940287999951,,1.42292688428752,0.571940287999951,4.463893516269533
lfm2-24b-a2b,LFM2 24B A2B,liquidai,medium,120.601323403227,0.373928657500073,,1.27501505783364,0.373928657500073,4.519820144347731
lfm2-24b-a2b,LFM2 24B A2B,liquidai,medium_coding,136.761793756966,0.279425613999962,,1.07130177250489,0.279425613999962,3.93541743938162
lfm2-5-8b-a1b,LFM2.5-8B-A1B,liquidai,long,236.698853826699,6.2845827315,6.2845827315,17.6636343316851,14.73413779974852,16.84652656681065
lfm2-5-8b-a1b,LFM2.5-8B-A1B,liquidai,medium,232.604100632741,1.98687158400003,1.98687158400003,12.9430304783662,10.585172278439648,12.734747452049554
lfm2-5-8b-a1b,LFM2.5-8B-A1B,liquidai,medium_coding,242.149525638023,1.25044997749973,1.25044997749973,9.89882806458717,9.509809539449476,11.574649429936912
minimax-m3,MiniMax-M3,minimax,long,86.0611456064916,1.78089659099987,1.78089659099987,20.4414245291209,25.02018751497683,30.830010245971067
minimax-m3,MiniMax-M3,minimax,medium,73.6613146332239,1.75819334099975,1.75819334099975,11.5270561964817,28.909487204793056,35.69731067074138
minimax-m3,MiniMax-M3,minimax,medium_coding,94.6314819601013,1.65568630200005,1.65568630200005,32.3487194102064,22.79030195605103,28.073955869563775
minimax-m3,MiniMax-M3,minimax,vision_single_image,65.0270978052719,3.92772823900009,3.92772823900009,42.2542993721444,34.68413699015084,42.37323917793853
minimax-m2-7,MiniMax-M2.7,minimax,long,48.5634899369787,2.12190675700003,2.12190675700003,14.6833327748841,52.81842801597381,63.114228434124456
minimax-m2-7,MiniMax-M2.7,minimax,medium,50.9803130500242,2.10814024000013,2.10814024000013,14.832052935185,50.4012921000951,60.208999626515684
minimax-m2-7,MiniMax-M2.7,minimax,medium_coding,70.6575378317932,2.01878878999997,2.01878878999997,16.8141909460111,36.86291265207139,43.93929848921018
llama-3-1-nemotron-instruct-70b,Llama 3.1 Nemotron Instruct 70B,nvidia,long,278.927964431992,4.65550813599998,,5.2195495574541,4.65550813599998,6.448085660516743
llama-3-1-nemotron-instruct-70b,Llama 3.1 Nemotron Instruct 70B,nvidia,medium,285.501284865027,3.45613097450001,,3.84155967280384,3.45613097450001,5.207436578033034
llama-3-1-nemotron-instruct-70b,Llama 3.1 Nemotron Instruct 70B,nvidia,medium_coding,280.824189163749,2.75231454999993,,3.20207989225485,2.75231454999993,4.532787953978849
nvidia-nemotron-nano-9b-v2,NVIDIA Nemotron Nano 9B V2 (Non-reasoning),nvidia,long,147.885606596376,1.92390922649997,,2.5778683118178,1.92390922649997,5.304900869348955
nvidia-nemotron-nano-9b-v2,NVIDIA Nemotron Nano 9B V2 (Non-reasoning),nvidia,medium,142.004525725574,1.3722775010001,,2.05530410067861,1.3722775010001,4.89329204222858
nvidia-nemotron-nano-9b-v2,NVIDIA Nemotron Nano 9B V2 (Non-reasoning),nvidia,medium_coding,152.607527154995,1.40859579499999,,1.99282929337455,1.40859579499999,4.684974157989764
nvidia-nemotron-3-ultra-550b-a55b,Nemotron 3 Ultra 550B A55B (Reasoning),nvidia,long,141.022371972601,1.51029323199998,1.51029323199998,4.21971821673016,17.64248536703233,21.18802210000647
nvidia-nemotron-3-ultra-550b-a55b,Nemotron 3 Ultra 550B A55B (Reasoning),nvidia,medium,140.097845693146,1.02385649750005,1.02385649750005,3.21797366116726,17.262507340018317,20.831441591121234
nvidia-nemotron-3-ultra-550b-a55b,Nemotron 3 Ultra 550B A55B (Reasoning),nvidia,medium_coding,139.457967108957,0.982750167999941,0.982750167999941,4.09504829962072,17.295909230633967,20.88121891472936
nvidia-nemotron-3-nano-30b-a3b,NVIDIA Nemotron 3 Nano 30B A3B (Non-reasoning),nvidia,long,75.7633451630583,0.44238554399999,,1.79692223409695,0.44238554399999,7.041882951669848
nvidia-nemotron-3-nano-30b-a3b,NVIDIA Nemotron 3 Nano 30B A3B (Non-reasoning),nvidia,medium,75.9088695037231,0.276784367000005,,1.62282960742647,0.276784367000005,6.863629926272582
nvidia-nemotron-3-nano-30b-a3b,NVIDIA Nemotron 3 Nano 30B A3B (Non-reasoning),nvidia,medium_coding,80.9762001157629,0.249664549500011,,1.51476057360712,0.249664549500011,6.424318327834932
nvidia-nemotron-3-super-120b-a12b,NVIDIA Nemotron 3 Super 120B A12B (Reasoning),nvidia,long,310.231055895987,1.3613798089998,1.3613798089998,6.79053919266669,7.808187638163595,9.419889595454544
nvidia-nemotron-3-super-120b-a12b,NVIDIA Nemotron 3 Super 120B A12B (Reasoning),nvidia,medium,234.215218349269,1.00704553350011,1.00704553350011,6.16561952321988,9.546200307881755,11.680989001477165
nvidia-nemotron-3-super-120b-a12b,NVIDIA Nemotron 3 Super 120B A12B (Reasoning),nvidia,medium_coding,229.039533260395,1.01272392349995,1.01272392349995,3.52952883294228,9.744840914526998,11.92787016228376
nvidia-nemotron-nano-12b-v2-vl-reasoning,NVIDIA Nemotron Nano 12B v2 VL (Reasoning),nvidia,long,275.842045880711,0.439744883000003,0.439744883000003,9.87080702959642,7.690271152896174,9.502902720370217
nvidia-nemotron-nano-12b-v2-vl-reasoning,NVIDIA Nemotron Nano 12B v2 VL (Reasoning),nvidia,medium,273.061091616726,0.215796905499928,0.215796905499928,6.21993063819972,7.540165193045046,9.371257264931325
nvidia-nemotron-nano-12b-v2-vl-reasoning,NVIDIA Nemotron Nano 12B v2 VL (Reasoning),nvidia,medium_coding,283.745323560587,0.245084950499859,0.245084950499859,3.01667547733081,7.2936592667315345,9.055802845789454
nvidia-nemotron-nano-12b-v2-vl-reasoning,NVIDIA Nemotron Nano 12B v2 VL (Reasoning),nvidia,vision_single_image,267.348325146157,0.370130845000176,0.370130845000176,2.32811904346157,7.851008082239712,9.721227391549597
nvidia-nemotron-nano-9b-v2-reasoning,NVIDIA Nemotron Nano 9B V2 (Reasoning),nvidia,long,68.3806015117383,4.95346458800032,4.95346458800032,6.84272438177994,34.20152552611122,41.513540760638946
nvidia-nemotron-nano-9b-v2-reasoning,NVIDIA Nemotron Nano 9B V2 (Reasoning),nvidia,medium,81.9353067666892,9.01102271599985,9.01102271599985,10.2500020716415,33.42052429625268,39.522899691315885
nvidia-nemotron-nano-9b-v2-reasoning,NVIDIA Nemotron Nano 9B V2 (Reasoning),nvidia,medium_coding,69.1132975272533,7.80132701849999,7.80132701849999,9.4371404150491,36.73931828148877,43.97381609723597
llama-3-1-nemotron-ultra-253b-v1-reasoning,Llama 3.1 Nemotron Ultra 253B v1 (Reasoning),nvidia,long,51.5876110759151,2.43805856200015,2.43805856200015,16.5873739221819,41.20705674369241,50.89930628911548
llama-3-1-nemotron-ultra-253b-v1-reasoning,Llama 3.1 Nemotron Ultra 253B v1 (Reasoning),nvidia,medium,52.0213896768722,0.707542596499976,0.707542596499976,20.8653860181579,39.15326679615866,48.76469784607333
llama-3-1-nemotron-ultra-253b-v1-reasoning,Llama 3.1 Nemotron Ultra 253B v1 (Reasoning),nvidia,medium_coding,52.7403096256051,0.711970759499991,0.711970759499991,63.7076699590076,38.63362905460056,48.114043628375704
nvidia-nemotron-3-nano-30b-a3b-reasoning,NVIDIA Nemotron 3 Nano 30B A3B (Reasoning),nvidia,long,82.6911670367215,2.05482643300024,2.05482643300024,9.72531473747719,26.24120657093976,32.28780160542464
nvidia-nemotron-3-nano-30b-a3b-reasoning,NVIDIA Nemotron 3 Nano 30B A3B (Reasoning),nvidia,medium,83.7156208806727,1.42629146399997,1.42629146399997,5.9838881042971,25.316695416815147,31.28929640501894
nvidia-nemotron-3-nano-30b-a3b-reasoning,NVIDIA Nemotron 3 Nano 30B A3B (Reasoning),nvidia,medium_coding,75.8654002848192,1.60608784250002,1.60608784250002,6.93964008486688,27.96856655468581,34.55918623273226
nemotron-3-nano-omni-30b-a3b,Nemotron 3 Nano Omni 30B A3B Reasoning,nvidia,long,292.219713472639,1.03576441799987,1.03576441799987,9.05724789685092,7.879929639547331,9.590970944934197
nemotron-3-nano-omni-30b-a3b,Nemotron 3 Nano Omni 30B A3B Reasoning,nvidia,medium,299.427292988769,0.575846232500112,0.575846232500112,6.54666754664498,7.255264063910078,8.925118521762569
nemotron-3-nano-omni-30b-a3b,Nemotron 3 Nano Omni 30B A3B Reasoning,nvidia,medium_coding,292.448175590177,0.553646978499955,0.553646978499955,4.19668365092574,7.392465500666785,9.102170131208492
nemotron-3-nano-omni-30b-a3b,Nemotron 3 Nano Omni 30B A3B Reasoning,nvidia,vision_single_image,269.256251946804,1.323012202,1.323012202,3.82156879195467,8.750880582174632,10.607847677218292
nvidia-nemotron-nano-12b-v2-vl,NVIDIA Nemotron Nano 12B v2 VL (Non-reasoning),nvidia,long,222.850501768644,1.12886715499985,,1.5812885292131,1.12886715499985,3.372523759009131
nvidia-nemotron-nano-12b-v2-vl,NVIDIA Nemotron Nano 12B v2 VL (Non-reasoning),nvidia,medium,219.313226941683,0.516708689999973,,1.00548645946895,0.516708689999973,2.796552942772532
nvidia-nemotron-nano-12b-v2-vl,NVIDIA Nemotron Nano 12B v2 VL (Non-reasoning),nvidia,medium_coding,222.879985765214,0.514473880499963,,0.917804555281726,0.514473880499963,2.7578336791976774
nvidia-nemotron-nano-12b-v2-vl,NVIDIA Nemotron Nano 12B v2 VL (Non-reasoning),nvidia,vision_single_image,213.5473478695,0.852958978999993,,1.36144163903071,0.852958978999993,3.194360101459977
llama-nemotron-super-49b-v1-5-reasoning,Llama Nemotron Super 49B v1.5 (Reasoning),nvidia,long,50.2684750232876,1.25252968899974,1.25252968899974,21.9929311322418,41.03889677241476,50.98548854326852
